Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1U7R9L7	unreviewed	V-set and transmembrane domain-containing protein 5	Vstm5	Vstm5	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	axon [GO:0030424]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q934	unreviewed	adiponectin receptor protein 1	Adipor1	Adipor1	3 out of 5	Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]
A0A1U7R2A8	unreviewed	Hedgehog protein	Shh	Shh	5 out of 5	Autocatalytic cleavage;Calcium;Cell membrane;Developmental protein;Hydrolase;Membrane;Metal-binding;Protease;Reference proteome;Signal;Zinc	cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
A0A1U7QES5	unreviewed	Olfactory receptor	LOC101839080	LOC101839080	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q829	unreviewed	aquaporin-5	LOC101823084	LOC101823084	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; microvillus [GO:0005902]
A0A1U7RAL4	unreviewed	Sodium/potassium-transporting ATPase subunit beta	Atp1b4	Atp1b4	2 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	sodium:potassium-exchanging ATPase complex [GO:0005890]
A0A1U7QZ09	unreviewed	olfactory receptor 1G1-like	LOC101831081	LOC101831081	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CD65	unreviewed	contactin-6	Cntn6	Cntn6	1 out of 5	Immunoglobulin domain;Reference proteome;Repeat;Signal	plasma membrane [GO:0005886]
A0A1U7QB40	unreviewed	toll-like receptor 4	Tlr4	Tlr4	5 out of 5	Immunity;Innate immunity;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; lipopolysaccharide receptor complex [GO:0046696]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]
A0A1U8CL49	unreviewed	vomeronasal type-2 receptor 116-like	LOC101843266	LOC101843266	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8C820	unreviewed	Olfactory receptor	LOC101831581	LOC101831581	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QSI7	unreviewed	Tetraspanin	Tspan1	Tspan1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell junction [GO:0030054]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
A0A1U8CAZ5	unreviewed	Olfactory receptor	LOC101832241	LOC101832241	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CW44	unreviewed	potassium voltage-gated channel subfamily C member 1 isoform X1	Kcnc1	Kcnc1	1 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated potassium channel complex [GO:0008076]
A0A1U7QK31	unreviewed	glutamate receptor ionotropic, kainate 1 isoform X2	Grik1	Grik1	1 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
A0A1U7Q9R7	unreviewed	F-BAR and double SH3 domains protein 2 isoform X1	Fchsd2	Fchsd2	2 out of 5	Coiled coil;Reference proteome;SH3 domain	clathrin-coated pit [GO:0005905]; stereocilium shaft [GO:0120043]
A0A1U7RAQ1	unreviewed	vascular endothelial growth factor receptor 1	Flt1	Flt1	3 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	actin cytoskeleton [GO:0015629]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
A0A3Q0CWQ8	unreviewed	glutamate receptor ionotropic, kainate 1 isoform X6	Grik1	Grik1	1 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
A0A1U7QA05	unreviewed	myotilin isoform X2	Myot	Myot	1 out of 5	Immunoglobulin domain;Reference proteome	plasma membrane [GO:0005886]; Z disc [GO:0030018]
A0A1U7QI80	unreviewed	Protein lin-7 homolog	Lin7a	Lin7a	3 out of 5	Cell junction;Cell membrane;Coiled coil;Exocytosis;Membrane;Protein transport;Reference proteome;Transport	basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; MPP7-DLG1-LIN7 complex [GO:0097025]; presynapse [GO:0098793]
A0A3Q0D7S7	unreviewed	dystrophin isoform X1	Dmd	Dmd	2 out of 5	Actin-binding;Cell junction;Cell membrane;Coiled coil;Cytoplasm;Cytoskeleton;Membrane;Metal-binding;Postsynaptic cell membrane;Reference proteome;Repeat;Synapse;Zinc;Zinc-finger	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; postsynaptic membrane [GO:0045211]
A0A1U7REK9	unreviewed	glypican-4	Gpc4	Gpc4	2 out of 5	GPI-anchor;Glycoprotein;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; collagen-containing extracellular matrix [GO:0062023]; external side of plasma membrane [GO:0009897]; glutamatergic synapse [GO:0098978]
A0A1U7R205	unreviewed	calcium and integrin-binding protein 1	Cib1	Cib1	5 out of 5	Calcium;Integrin;Reference proteome	centrosome [GO:0005813]; endoplasmic reticulum [GO:0005783]; filopodium tip [GO:0032433]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]
A0A3Q0CA00	unreviewed	complement component C7	C7	C7	1 out of 5	Disulfide bond;Reference proteome;Signal;Sushi	membrane attack complex [GO:0005579]
A0A1U7QSJ0	unreviewed	nicastrin	Ncstn	Ncstn	4 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	endoplasmic reticulum [GO:0005783]; gamma-secretase complex [GO:0070765]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; lysosome [GO:0005764]; synaptic vesicle [GO:0008021]
A0A1U8C027	unreviewed	Integrin beta	Itgb4	Itgb4	2 out of 5	Cell adhesion;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A1U7RA58	unreviewed	plexin-A2	Plxna2	Plxna2	2 out of 5	Coiled coil;Disulfide bond;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7Q7G2	unreviewed	Olfactory receptor	LOC101830121	LOC101830121	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q394	unreviewed	Olfactory receptor	LOC101839619	LOC101839619	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q7M9	unreviewed	V-type proton ATPase subunit	Atp6v0d2	Atp6v0d2	2 out of 5	Hydrogen ion transport;Ion transport;Reference proteome;Transport	apical plasma membrane [GO:0016324]; early endosome [GO:0005769]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]
A0A1U8BTH9	unreviewed	integrin alpha-5	Itga5	Itga5	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A1U7QYX2	unreviewed	HLA class II histocompatibility antigen, DRB1-1 beta chain-like	LOC101829780	LOC101829780	1 out of 5	Reference proteome	MHC class II protein complex [GO:0042613]
A0A1U7R2I2	unreviewed	Hyaluronidase (EC 3.2.1.35)	Hyal5	Hyal5	2 out of 5	Disulfide bond;Glycosidase;Hydrolase;Reference proteome	acrosomal vesicle [GO:0001669]; external side of plasma membrane [GO:0009897]
A0A3Q0CQI3	unreviewed	integrin alpha-IIb isoform X2	Itga2b	Itga2b	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A1U7R8U2	unreviewed	dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	Dapp1	Dapp1	1 out of 5	Reference proteome;SH2 domain	plasma membrane [GO:0005886]
A0A1U8CL58	unreviewed	Olfactory receptor	LOC101822524	LOC101822524	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CKU3	unreviewed	LOW QUALITY PROTEIN: olfactory receptor 5L1-like	LOC101843990	LOC101843990	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CR03	unreviewed	high affinity immunoglobulin epsilon receptor subunit gamma	Fcer1g	Fcer1g	5 out of 5	Receptor;Reference proteome	external side of plasma membrane [GO:0009897]; Fc-epsilon receptor I complex [GO:0032998]; integral component of plasma membrane [GO:0005887]
A0A1U8BFP3	unreviewed	Olfactory receptor	LOC101838435	LOC101838435	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QHW5	unreviewed	thrombomodulin	Thbd	Thbd	2 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7QUB5	unreviewed	adherens junction-associated protein 1	Ajap1	Ajap1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; basolateral plasma membrane [GO:0016323]; cell-cell contact zone [GO:0044291]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; spanning component of plasma membrane [GO:0044214]
A0A1U7QT32	unreviewed	Olfactory receptor	LOC101834553	LOC101834553	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q5S4	unreviewed	Olfactory receptor	LOC101826149	LOC101826149	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CV96	unreviewed	complement component C8 beta chain isoform X2	C8b	C8b	1 out of 5	Disulfide bond;Reference proteome	membrane attack complex [GO:0005579]
A0A1U7R018	unreviewed	olfactory receptor 10J3-like	LOC101825333	LOC101825333	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CN05	unreviewed	Gap junction protein	Gjb1	Gjb1	2 out of 5	Cell junction;Cell membrane;Gap junction;Membrane;Reference proteome;Transmembrane;Transmembrane helix	connexin complex [GO:0005922]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]
A0A1U7RG73	unreviewed	G-protein coupled bile acid receptor 1	Gpbar1	Gpbar1	2 out of 5	Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
A0A1U7QJN2	unreviewed	cdc42 effector protein 3	Cdc42ep3	Cdc42ep3	1 out of 5	Reference proteome	actin cytoskeleton [GO:0015629]; plasma membrane [GO:0005886]
A0A1U8C7K6	unreviewed	monoacylglycerol lipase ABHD2	Abhd2	Abhd2	2 out of 5	Reference proteome	acrosomal vesicle [GO:0001669]; sperm flagellum [GO:0036126]; sperm plasma membrane [GO:0097524]
A0A1U7QL77	unreviewed	inactive rhomboid protein 2	Rhbdf2	Rhbdf2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8BWE0	unreviewed	ras association domain-containing protein 2	Rassf2	Rassf2	3 out of 5	Reference proteome	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
A0A1U8CD89	unreviewed	Transporter	Slc6a17	Slc6a17	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
A0A3Q0DBZ9	unreviewed	Kinesin-like protein	Kif20a	Kif20a	3 out of 5	ATP-binding;Coiled coil;Microtubule;Motor protein;Nucleotide-binding;Reference proteome	cleavage furrow [GO:0032154]; Golgi apparatus [GO:0005794]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; spindle [GO:0005819]
A0A1U7Q7A5	unreviewed	putative nuclease HARBI1	Harbi1	Harbi1	1 out of 5	Reference proteome	centriolar satellite [GO:0034451]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
A0A1U7QG29	unreviewed	Junctophilin	Jph3	Jph3	3 out of 5	Cell membrane;Coiled coil;Endoplasmic reticulum;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; junctional membrane complex [GO:0030314]; plasma membrane [GO:0005886]
A0A1U7QLM9	unreviewed	solute carrier family 23 member 2	Slc23a2	Slc23a2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]
A0A1U7QT90	unreviewed	monoacylglycerol lipase ABHD12 isoform X1	Abhd12	Abhd12	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	AMPA glutamate receptor complex [GO:0032281]; dendrite cytoplasm [GO:0032839]; endoplasmic reticulum membrane [GO:0005789]
A0A1U7QEJ0	unreviewed	frizzled-5	Fzd5	Fzd5	5 out of 5	Developmental protein;Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix;Wnt signaling pathway	bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]
A0A3Q0D1K6	unreviewed	glypican-5 isoform X3	Gpc5	Gpc5	1 out of 5	GPI-anchor;Glycoprotein;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome	anchored component of plasma membrane [GO:0046658]; collagen-containing extracellular matrix [GO:0062023]
A0A1U8CAY6	unreviewed	Olfactory receptor	LOC101832505	LOC101832505	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CV32	unreviewed	Solute carrier organic anion transporter family member	LOC101832023	LOC101832023	2 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CQ11	unreviewed	olfactory receptor 52D1-like	LOC101828082	LOC101828082	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q9J0	unreviewed	Delta-like protein	Jag1	Jag1	5 out of 5	Developmental protein;Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]
A0A1U7QD43	unreviewed	Olfactory receptor	LOC101831187	LOC101831187	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QE53	unreviewed	D(4) dopamine receptor isoform X2	Drd4	Drd4	4 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; postsynapse [GO:0098794]
A0A1U7Q5M4	unreviewed	ADP-ribosylation factor GTPase-activating protein 2 isoform X4	Arfgap2	Arfgap2	2 out of 5	Coiled coil;Metal-binding;Reference proteome;Zinc;Zinc-finger	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
