Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
P79394	reviewed	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (Fusin) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	CXCR4	CXCR4	5 out of 5	Cell junction;Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Isopeptide bond;Lysosome;Membrane;Phosphoprotein;Proteoglycan;Receptor;Reference proteome;Sulfation;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation	cell [GO:0005623]; cell junction [GO:0030054]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
P63253	reviewed	Inward rectifier potassium channel 2 (Cardiac inward rectifier potassium channel) (Inward rectifier K(+) channel Kir2.1) (IRK-1) (Potassium channel, inwardly rectifying subfamily J member 2)	KCNJ2	KCNJ2 IRK1	5 out of 5	Ion channel;Ion transport;Lipoprotein;Membrane;Myristate;Potassium;Potassium transport;Reference proteome;S-nitrosylation;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	intrinsic component of membrane [GO:0031224]; voltage-gated potassium channel complex [GO:0008076]
Q2LL16	reviewed	Mas-related G-protein coupled receptor member X3	MRGPRX3	MRGPRX3	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9MZK9	reviewed	Natural killer cells antigen CD94 (Killer cell lectin-like receptor subfamily D member 1) (NK cell receptor) (CD antigen CD94)	KLRD1	KLRD1 CD94	3 out of 5	Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Lectin;Membrane;Polymorphism;Receptor;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q28516	reviewed	Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta] (Fragment)	INSR	INSR	4 out of 5	ATP-binding;Cell membrane;Cleavage on pair of basic residues;Disulfide bond;Endosome;Glycoprotein;Kinase;Lysosome;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Transferase;Tyrosine-protein kinase	late endosome [GO:0005770]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
Q9MYL0	reviewed	Leptin receptor (LEP-R) (OB receptor) (OB-R) (CD antigen CD295)	LEPR	LEPR OBR	5 out of 5	Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Membrane;Obesity;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
P79190	reviewed	N-formyl peptide receptor 2 (FMLP-related receptor I) (FMLP-R-I) (Formyl peptide receptor-like 1) (Fragment)	FPR2	FPR2 FPRL1	3 out of 5	Cell membrane;Chemotaxis;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q20CR4	reviewed	Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (Receptor-interacting serine/threonine-protein kinase 5)	DSTYK	DSTYK RIPK5	4 out of 5	ATP-binding;Cell junction;Cell membrane;Coiled coil;Cytoplasm;Kinase;Membrane;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cytoplasm [GO:0005737]
Q1WER1	reviewed	Epithelial cell adhesion molecule (Ep-CAM) (Tumor-associated calcium signal transducer 1) (CD antigen CD326)	TACSTD1	TACSTD1 EPCAM	4 out of 5	Cell junction;Cell membrane;Disulfide bond;Glycoprotein;Membrane;Reference proteome;Repeat;Signal;Tight junction;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]
Q50DM8	reviewed	Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1 CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]	ADGRG1	ADGRG1 GPR56	5 out of 5	Cell adhesion;Cell membrane;Developmental protein;Differentiation;G-protein coupled receptor;Glycoprotein;Heparin-binding;Membrane;Neurogenesis;Receptor;Reference proteome;Secreted;Signal;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation	extracellular region [GO:0005576]; glial limiting end-foot [GO:0097451]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]
P79189	reviewed	fMet-Leu-Phe receptor (fMLP receptor) (N-formyl peptide receptor) (FPR) (N-formylpeptide chemoattractant receptor) (Fragment)	FPR1	FPR1	3 out of 5	Cell membrane;Chemotaxis;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P79194	reviewed	Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)]	GHR	GHR	5 out of 5	Cell membrane;Disulfide bond;Endocytosis;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix;Ubl conjugation	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; growth hormone receptor complex [GO:0070195]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
P79191	reviewed	N-formyl peptide receptor 3 (FMLP-related receptor II) (FMLP-R-II) (Formyl peptide receptor-like 2) (Fragment)	FPR3	FPR3 FPRL2	4 out of 5	Cell membrane;Chemotaxis;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P48095	reviewed	Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40)	IL12B	IL12B	5 out of 5	Cytokine;Disulfide bond;Glycoprotein;Immunoglobulin domain;Reference proteome;Secreted;Signal	cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; interleukin-12 complex [GO:0043514]; interleukin-23 complex [GO:0070743]; receptor complex [GO:0043235]
D1LYT2	reviewed	Gamma-aminobutyric acid receptor subunit beta-2 (GABA(A) receptor subunit beta-2)	GABRB2	GABRB2	5 out of 5	Cell junction;Cell membrane;Chloride;Chloride channel;Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Phosphoprotein;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	chloride channel complex [GO:0034707]; cytoplasmic vesicle membrane [GO:0030659]; GABA-A receptor complex [GO:1902711]; GABA-ergic synapse [GO:0098982]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic specialization membrane [GO:0099060]; neuron projection [GO:0043005]; synapse [GO:0045202]
P56490	reviewed	Muscarinic acetylcholine receptor M5	CHRM5	CHRM5	4 out of 5	Cell junction;Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transducer;Transmembrane;Transmembrane helix	dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
Q866A2	reviewed	Neuronal acetylcholine receptor subunit alpha-7	CHRNA7	CHRNA7	5 out of 5	Cell junction;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	acetylcholine-gated channel complex [GO:0005892]; apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cell [GO:0005623]; cholinergic synapse [GO:0098981]; external side of plasma membrane [GO:0009897]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic density membrane [GO:0099061]; integral component of presynaptic membrane [GO:0099056]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q5TM70	reviewed	Flotillin-1	FLOT1	FLOT1	2 out of 5	Cell membrane;Endosome;Membrane;Phosphoprotein;Reference proteome	caveola [GO:0005901]; endosome [GO:0005768]; melanosome [GO:0042470]; membrane raft [GO:0045121]
Q28524	reviewed	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	ADRB3	ADRB3 B3AR	5 out of 5	Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
P49886	reviewed	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1) (Fragment)	ESR1	ESR1 ESR NR3A1	5 out of 5	Activator;Cell membrane;Cytoplasm;DNA-binding;Golgi apparatus;Lipid-binding;Lipoprotein;Membrane;Metal-binding;Nucleus;Palmitate;Receptor;Reference proteome;Steroid-binding;Transcription;Transcription regulation;Ubl conjugation;Zinc;Zinc-finger	cell [GO:0005623]; Golgi apparatus [GO:0005794]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
A3RFZ7	reviewed	Low affinity immunoglobulin gamma Fc region receptor III (IgG Fc receptor III) (Fc-gamma RIII) (FcRIII) (CD antigen CD16)	FCGR3	FCGR3	4 out of 5	3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;IgG-binding protein;Immunoglobulin domain;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P47899	reviewed	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	ADRB1	ADRB1	5 out of 5	Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	early endosome [GO:0005769]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q6V7J5	reviewed	Beta-2-microglobulin	B2M	B2M	5 out of 5	3D-structure;Disulfide bond;Immunity;Immunoglobulin domain;MHC I;Reference proteome;Secreted;Signal	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; HFE-transferrin receptor complex [GO:1990712]; MHC class I peptide loading complex [GO:0042824]; MHC class I protein complex [GO:0042612]
P57786	reviewed	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	MAPT	MAPT TAU	5 out of 5	Acetylation;Alternative splicing;Cell membrane;Cell projection;Cytoplasm;Cytoskeleton;Disulfide bond;Isopeptide bond;Membrane;Methylation;Microtubule;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; microtubule [GO:0005874]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
O62643	reviewed	Thy-1 membrane glycoprotein (Thy-1 antigen) (CD antigen CD90)	THY1	THY1	5 out of 5	Cell membrane;Disulfide bond;GPI-anchor;Glycoprotein;Immunoglobulin domain;Lipoprotein;Membrane;Phosphoprotein;Pyrrolidone carboxylic acid;Reference proteome;Signal	anchored component of external side of plasma membrane [GO:0031362]; cell [GO:0005623]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; growth cone [GO:0030426]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q9XT45	reviewed	C-X-C chemokine receptor type 6 (CXC-R6) (CXCR-6) (G-protein coupled receptor STRL33) (G-protein coupled receptor bonzo) (CD antigen CD186)	CXCR6	CXCR6 BONZO STRL33	4 out of 5	Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q30631	reviewed	Mamu class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)	Mamu-DRA	Mamu-DRA	4 out of 5	Adaptive immunity;Disulfide bond;Glycoprotein;Immunity;Isopeptide bond;MHC II;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Ubl conjugation	integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]
P61171	reviewed	CD151 antigen (Platelet-endothelial tetraspan antigen 3) (PETA-3) (CD antigen CD151)	CD151	CD151	3 out of 5	Glycoprotein;Lipoprotein;Membrane;Palmitate;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
O18906	reviewed	CD226 antigen (Platelet and T-cell activation antigen 1) (CD antigen CD226)	CD226	CD226 PTA1	4 out of 5	Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q5TM25	reviewed	Allograft inflammatory factor 1 (AIF-1)	AIF1	AIF1	5 out of 5	Acetylation;Actin-binding;Calcium;Cell membrane;Cell projection;Cytoplasm;Cytoskeleton;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Repeat	actin filament [GO:0005884]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; ruffle membrane [GO:0032587]
P56489	reviewed	Muscarinic acetylcholine receptor M1	CHRM1	CHRM1	4 out of 5	Cell junction;Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transducer;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]; postsynaptic membrane [GO:0045211]
P55245	reviewed	Epidermal growth factor receptor (EC 2.7.10.1)	EGFR	EGFR	5 out of 5	ATP-binding;Cell membrane;Disulfide bond;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Isopeptide bond;Kinase;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Nucleus;Palmitate;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase;Ubl conjugation	basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q76LL8	reviewed	Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1)	CRHR1	CRHR1 CRF1	5 out of 5	Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	endosome [GO:0005768]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; neuron projection [GO:0043005]
Q95195	reviewed	D(1B) dopamine receptor (D(5) dopamine receptor) (Dopamine D5 receptor) (Fragment)	DRD5	DRD5 DRD1B	3 out of 5	Cell membrane;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]; integral component of presynaptic membrane [GO:0099056]
P63304	reviewed	CD40 ligand (CD40-L) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]	CD40LG	CD40LG CD40L TNFSF5	5 out of 5	Cell membrane;Cytokine;Disulfide bond;Glycoprotein;Membrane;Polymorphism;Reference proteome;Secreted;Signal-anchor;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P16003	reviewed	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	CD4	4 out of 5	3D-structure;Adaptive immunity;Cell membrane;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]
O77680	reviewed	D(1A) dopamine receptor (Dopamine D1 receptor)	DRD1	DRD1	5 out of 5	Cell junction;Cell membrane;Cell projection;Disulfide bond;Endoplasmic reticulum;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Synapse;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; ciliary membrane [GO:0060170]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; non-motile cilium [GO:0097730]
Q6J6I9	reviewed	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	BRCA1	BRCA1	5 out of 5	Acetylation;Activator;Cell cycle;Chromosome;Cytoplasm;DNA damage;DNA recombination;DNA repair;DNA-binding;Fatty acid biosynthesis;Fatty acid metabolism;Isopeptide bond;Lipid biosynthesis;Lipid metabolism;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Transcription;Transcription regulation;Transferase;Tumor suppressor;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger	BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
