Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
F7GVK9	unreviewed	Uncharacterized protein	ABCC2	ABCC2	2 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; intercellular canaliculus [GO:0046581]
F7H767	unreviewed	Proprotein convertase subtilisin/kexin type 6	PCSK6	PCSK6	2 out of 5	Hydrolase;Protease;Reference proteome;Serine protease	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; membrane [GO:0016020]
F7FXV1	unreviewed	CD40 molecule	CD40	CD40	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7BYS2	unreviewed	Uncharacterized protein	TAPBPL	TAPBPL	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5Q1Z9	unreviewed	Ig-like domain-containing protein	CD8B	CD8B	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F6YWS9	unreviewed	Alpha-2-glycoprotein 1, zinc-binding	AZGP1	AZGP1	2 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
F7GSW4	unreviewed	TNF receptor superfamily member 14	TNFRSF14	TNFRSF14	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5REG4	unreviewed	Signal peptide, CUB domain and EGF like domain containing 2	SCUBE2	SCUBE2	2 out of 5	Calcium;Coiled coil;Disulfide bond;EGF-like domain;Reference proteome;Repeat	cell surface [GO:0009986]; extracellular space [GO:0005615]
F6ZMC4	unreviewed	NAD(P)(+)--arginine ADP-ribosyltransferase (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase)	ART1	ART1	2 out of 5	Glycosyltransferase;NAD;NADP;Reference proteome;Signal;Transferase	anchored component of membrane [GO:0031225]; cell surface [GO:0009986]
F7CT25	unreviewed	GDNF family receptor alpha 3	GFRA3	GFRA3	1 out of 5	Reference proteome;Signal	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]
F7BIX5	unreviewed	WNT inhibitory factor 1	WIF1	WIF1	2 out of 5	Disulfide bond;EGF-like domain;Reference proteome	cell surface [GO:0009986]; extracellular region [GO:0005576]
F6SP50	unreviewed	Natural cytotoxicity triggering receptor 2	NCR2	NCR2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5QP14	unreviewed	TNF receptor superfamily member 10b	TNFRSF10B	TNFRSF10B	2 out of 5	Apoptosis;Coiled coil;Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7DN11	unreviewed	Programmed cell death 1 ligand 2	PDCD1LG2	PDCD1LG2	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7DGH7	unreviewed	Interleukin-13	IL13	IL13	3 out of 5	Reference proteome;Signal	cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
H9H4Y2	unreviewed	Immunoglobulin heavy constant epsilon	IGHE	IGHE	2 out of 5	Immunoglobulin domain;Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A1D5QV90	unreviewed	Uncharacterized protein	LOC697527	LOC697527	2 out of 5	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7C9T2	unreviewed	Uncharacterized protein	THBD	THBD	2 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]
A0A1D5QTX6	unreviewed	Erythroblast membrane associated protein (Scianna blood group)	ERMAP	ERMAP	2 out of 5	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5REX2	unreviewed	Fc fragment of IgE receptor II	FCER2	FCER2	2 out of 5	Coiled coil;Disulfide bond;Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6Z7A3	unreviewed	Syndecan	SDC3	SDC3	2 out of 5	Glycoprotein;Heparan sulfate;Membrane;Proteoglycan;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7G7P6	unreviewed	Uncharacterized protein			1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
F7HFQ4	unreviewed	C-C motif chemokine receptor 9	CCR9	CCR9	1 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5R133	unreviewed	Fc receptor like 3	FCRL3	FCRL3	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5R722	unreviewed	UL16 binding protein 3	ULBP3	ULBP3	2 out of 5	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	anchored component of plasma membrane [GO:0046658]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F7HI44	unreviewed	Signal peptide, CUB domain and EGF like domain containing 3	SCUBE3	SCUBE3	1 out of 5	Calcium;Disulfide bond;EGF-like domain;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]
H9H433	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7FSQ2	unreviewed	Sidekick cell adhesion molecule 2	SDK2	SDK2	2 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
A0A1D5QNJ6	unreviewed	Transferrin receptor 2	TFR2	TFR2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; cytoplasmic vesicle [GO:0031410]; external side of plasma membrane [GO:0009897]; HFE-transferrin receptor complex [GO:1990712]; integral component of plasma membrane [GO:0005887]
A0A1D5QFC1	unreviewed	Uncharacterized protein			1 out of 5	Reference proteome	cell surface [GO:0009986]
F6X0C8	unreviewed	Interleukin 12 receptor subunit beta 2	IL12RB2	IL12RB2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
F7F0D6	unreviewed	Uncharacterized protein			2 out of 5	Immunoglobulin domain;Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7H8I5	unreviewed	Notch receptor 1	NOTCH1	NOTCH1	3 out of 5	ANK repeat;Calcium;Disulfide bond;EGF-like domain;Metal-binding;Reference proteome;Repeat	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
A0A1D5Q7M2	unreviewed	Interleukin 5 receptor subunit alpha	IL5RA	IL5RA	1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
F7API0	unreviewed	Disco interacting protein 2 homolog A	DIP2A	DIP2A	1 out of 5	Reference proteome	cell surface [GO:0009986]
F7G7A7	unreviewed	Bassoon presynaptic cytomatrix protein	BSN	BSN	3 out of 5	Coiled coil;Metal-binding;Reference proteome	axon [GO:0030424]; cell surface [GO:0009986]; dendrite [GO:0030425]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; neuron projection terminus [GO:0044306]; postsynaptic density [GO:0014069]; presynaptic active zone cytoplasmic component [GO:0098831]; Schaffer collateral - CA1 synapse [GO:0098685]
H9H493	unreviewed	Ig-like domain-containing protein	LOC106995452	LOC106995452	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F7DZX2	unreviewed	EGF-like domain-containing protein			3 out of 5	Disulfide bond;EGF-like domain;Reference proteome;Signal	cell surface [GO:0009986]; extracellular region [GO:0005576]
A0A1D5QLJ5	unreviewed	Milk fat globule-EGF factor 8 protein	MFGE8	MFGE8	2 out of 5	Disulfide bond;EGF-like domain;Reference proteome;Signal	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; extrinsic component of plasma membrane [GO:0019897]
F7GUY2	unreviewed	Oncostatin M receptor	OSMR	OSMR	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
A0A1D5QMG6	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F6Y942	unreviewed	Thrombospondin type laminin G domain and EAR repeats	TSPEAR	TSPEAR	2 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; ciliary membrane [GO:0060170]; stereocilium [GO:0032420]
F7AB89	unreviewed	CD209 antigen	CD209	CD209	1 out of 5	Disulfide bond;Lectin;Reference proteome	external side of plasma membrane [GO:0009897]
F7FTV3	unreviewed	Sialophorin	SPN	SPN	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F7BZ03	unreviewed	C-C chemokine receptor-like 2	CCRL2	CCRL2	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7E0D3	unreviewed	LIF receptor subunit alpha	LIFR	LIFR	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
F7E1A8	unreviewed	Leucine-rich repeat-containing protein 8A	LRRC8A	LRRC8A	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; cell surface [GO:0009986]; ion channel complex [GO:0034702]; plasma membrane [GO:0005886]
H9Z062	unreviewed	Inducible T-cell costimulator	ICOS	ICOS	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]
H9YXZ4	unreviewed	Receptor activity-modifying protein 1	RAMP1	RAMP1	2 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
I2CVJ0	unreviewed	C-type lectin domain family 12 member B (C-type lectin domain family 12 member B isoform 1)	CLEC12B	CLEC12B	2 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; protein-containing complex [GO:0032991]
H9H2V9	unreviewed	Immunoglobulin heavy constant alpha 2 (A2m marker)	IGHA2	IGHA2	2 out of 5	Immunoglobulin domain;Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7GPT4	unreviewed	CD163 molecule like 1	CD163L1	CD163L1	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7E9U2	unreviewed	CD166 antigen isoform 1	ALCAM	ALCAM	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	axon [GO:0030424]; external side of plasma membrane [GO:0009897]; immunological synapse [GO:0001772]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; neuronal cell body [GO:0043025]; T cell receptor complex [GO:0042101]
Q9BDC4	unreviewed	CD152 protein (Cytotoxic T-lymphocyte associated protein 4) (Cytotoxic T-lymphocyte protein 4 isoform CTLA4-TM)	CTLA4	CTLA4 CTLA-4	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	clathrin-coated endocytic vesicle [GO:0045334]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; protein complex involved in cell adhesion [GO:0098636]
F6PPF4	unreviewed	Plasmalemma vesicle associated protein	PLVAP	PLVAP	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	caveola [GO:0005901]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7BK83	unreviewed	Renin receptor	ATP6AP2	ATP6AP2	2 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]
F6TGC4	unreviewed	Receptor transporter protein 2	RTP2	RTP2	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7HQP4	unreviewed	Hedgehog-interacting protein	HHIP	HHIP	2 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
F7DS92	unreviewed	Ig-like domain-containing protein	FCGRT	FCGRT	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A5F7ZYS4	unreviewed	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	ENOX1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
H9H5G1	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7HDM5	unreviewed	CD244 molecule	CD244	CD244	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7DZ44	unreviewed	Negative regulator of reactive oxygen species	NRROS	NRROS	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]
F6TXJ6	unreviewed	CD99 molecule like 2	CD99L2	CD99L2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7C7J7	unreviewed	Uncharacterized protein	FAM234A	FAM234A	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7C9U4	unreviewed	CD93 molecule (Complement component C1q receptor)	CD93	CD93	2 out of 5	Disulfide bond;EGF-like domain;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GD14	unreviewed	Reticulon-4 receptor-like 2	RTN4RL2	RTN4RL2	2 out of 5	Leucine-rich repeat;Receptor;Reference proteome;Repeat;Signal	anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
F6U4Y2	unreviewed	Sodium channel epithelial 1 gamma subunit	SCNN1G	SCNN1G	2 out of 5	Ion channel;Ion transport;Membrane;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; sodium channel complex [GO:0034706]
F7HME9	unreviewed	Ig-like domain-containing protein	MIC1	MIC1	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6XEJ3	unreviewed	Hepsin	HPN	HPN	2 out of 5	Disulfide bond;Hydrolase;Protease;Reference proteome;Serine protease	cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; nuclear membrane [GO:0031965]
F7HBH6	unreviewed	GDNF family receptor alpha 4	GFRA4	GFRA4	1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
F7DXE4	unreviewed	Potassium voltage-gated channel subfamily H member 5	KCNH5	KCNH5	1 out of 5	Reference proteome	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
A0A1D5Q716	unreviewed	Uncharacterized protein	MCAM	MCAM	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5Q6P8	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7AMD3	unreviewed	Chondroadherin like	CHADL	CHADL	2 out of 5	Leucine-rich repeat;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]
A0A1D5RGK8	unreviewed	Sodium channel epithelial 1 beta subunit	SCNN1B	SCNN1B	2 out of 5	Ion channel;Ion transport;Membrane;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; sodium channel complex [GO:0034706]
F7C3A5	unreviewed	Dynein axonemal intermediate chain 2	DNAI2	DNAI2	2 out of 5	Reference proteome;WD repeat	external side of plasma membrane [GO:0009897]; outer dynein arm [GO:0036157]; sperm flagellum [GO:0036126]
F7FUL5	unreviewed	Fc receptor like 2	FCRL2	FCRL2	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5Q260	unreviewed	Ig-like domain-containing protein	LOC106995452	LOC106995452	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F7B7V9	unreviewed	C-C motif chemokine receptor 10	CCR10	CCR10	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5Q264	unreviewed	Annexin	ANXA5	ANXA5	2 out of 5	Annexin;Calcium;Calcium/phospholipid-binding;Reference proteome;Repeat	cytoplasm [GO:0005737]; endothelial microparticle [GO:0072563]; external side of plasma membrane [GO:0009897]
F7AH77	unreviewed	Signaling lymphocytic activation molecule family member 1	SLAMF1	SLAMF1	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7EDT3	unreviewed	Calpain 5	CAPN5	CAPN5	1 out of 5	Hydrolase;Protease;Reference proteome;Thiol protease	cell surface [GO:0009986]; synapse [GO:0045202]
F6VKQ3	unreviewed	Keratin 4	KRT4	KRT4	1 out of 5	Coiled coil;Intermediate filament;Reference proteome	cell surface [GO:0009986]; keratin filament [GO:0045095]
F7DRB1	unreviewed	Integrin subunit alpha E	ITGAE	ITGAE	1 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integrin complex [GO:0008305]
F7FAS5	unreviewed	Gap junction protein	GJD3	GJD3	3 out of 5	Cell junction;Cell membrane;Gap junction;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; connexin complex [GO:0005922]; integral component of membrane [GO:0016021]
A0A1D5Q4P2	unreviewed	IGv domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7GMK4	unreviewed	Uncharacterized protein			2 out of 5	Immunoglobulin domain;Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A5F7ZL90	unreviewed	Lymphocyte antigen 6 family member D	LY6D	LY6D	1 out of 5	Reference proteome	cell surface [GO:0009986]
F7G5V3	unreviewed	CD276 molecule	CD276	CD276	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HLH0	unreviewed	Uncharacterized protein	ADTRP	ADTRP	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	caveola [GO:0005901]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7HE10	unreviewed	Uncharacterized protein	FGFBP1	FGFBP1	2 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; extracellular region [GO:0005576]
F6ULJ2	unreviewed	Gliomedin	GLDN	GLDN	2 out of 5	Reference proteome	cell surface [GO:0009986]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
F6WI35	unreviewed	CD3g molecule	CD3G	CD3G	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	alpha-beta T cell receptor complex [GO:0042105]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7GIX6	unreviewed	Endothelin converting enzyme 1	ECE1	ECE1	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; Weibel-Palade body [GO:0033093]
H9H465	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7ESZ3	unreviewed	Biglycan	BGN	BGN	2 out of 5	Extracellular matrix;Leucine-rich repeat;Reference proteome;Repeat;Secreted	cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; sarcolemma [GO:0042383]; transport vesicle [GO:0030133]
F6VPZ9	unreviewed	Melanotransferrin	MELTF	MELTF	2 out of 5	Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; extracellular space [GO:0005615]
F7DXL7	unreviewed	CD8a molecule	CD8A	CD8A	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane raft [GO:0044853]
F7ESG7	unreviewed	5-hydroxytryptamine receptor 3B	HTR3B	HTR3B	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; serotonin-activated cation-selective channel complex [GO:1904602]; synapse [GO:0045202]
F7CTH6	unreviewed	Uncharacterized protein	LY6G6C	LY6G6C	1 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; protein-containing complex [GO:0032991]
A0A1D5QAZ6	unreviewed	TNFR-Cys domain-containing protein	TNFRSF9	TNFRSF9	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7H0D4	unreviewed	Leucine rich repeat and fibronectin type III domain containing 5	LRFN5	LRFN5	2 out of 5	Disulfide bond;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]
A0A1D5Q8N0	unreviewed	Folate_rec domain-containing protein	IZUMO1R	IZUMO1R	2 out of 5	Reference proteome;Signal	anchored component of external side of plasma membrane [GO:0031362]
F7C6A7	unreviewed	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	ENOX1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
F7B770	unreviewed	V-set domain containing T cell activation inhibitor 1	VTCN1	VTCN1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5QDM3	unreviewed	Interleukin 31 receptor A	IL31RA	IL31RA	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
F7GAV1	unreviewed	C-type lectin domain containing 5A	CLEC5A	CLEC5A	2 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HE75	unreviewed	Uncharacterized protein	CD58	CD58	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7CI19	unreviewed	Ig-like domain-containing protein	MOG	MOG	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7E7I7	unreviewed	Integrin subunit alpha 2b	ITGA2B	ITGA2B	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; integrin complex [GO:0008305]
A0A1D5REN7	unreviewed	Netrin receptor UNC5	UNC5D	UNC5D	2 out of 5	Developmental protein;Immunoglobulin domain;Receptor;Reference proteome;Signal	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7C3B3	unreviewed	Ig-like domain-containing protein	LOC694372	LOC694372	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A1D5QYG1	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A1D5Q494	unreviewed	Interleukin 17 receptor C	IL17RC	IL17RC	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
